quants,means
878,-0.00014698027222252092
879,-0.00016542175790215714
880,-0.0001462673064909575
881,-0.00015581716702255352
882,-0.00018333281993888198
883,-0.0002008419454949537
884,-0.00019719684165250066
885,-0.00021748785408004636
886,-0.00022128677471486353
887,-0.00025045974447758035
888,-0.0002380647879383557
889,-0.00022017676210810586
890,-0.00020442232024661577
891,-0.0001984871958921705
892,-0.0002019296282421063
893,-0.0001951837236128893
894,-0.00014606137047396982
895,-0.00016737688888060883
896,-0.00018028672504448594
897,-0.00016235346856318652
898,-0.00018119397744317895
899,-0.00020017075569891556
900,-0.00023498762508737548
901,-0.00023885836841506622
902,-0.0002472711793051634
903,-0.00022980994277276319
904,-0.00026089858263942046
905,-0.00025466916359201457
906,-0.00024621462605718106
907,-0.00020149471207695277
908,-0.00020718336017444867
909,-0.00020431104653653164
910,-0.00018621665593466784
911,-0.00018508257560300305
912,-0.00018605453806280607
913,-0.00017761493208150804
914,-0.0001571428368290986
915,-0.00013863625668256732
916,-0.00015054536124619336
917,-0.00016852327860330873
918,-0.00018077308553710893
919,-0.0001790997401816758
920,-0.00018231864771320403
921,-0.00018600600059937215
922,-0.00017314832921388193
923,-0.00014161706028674562
924,-0.00012042671685137336
925,-0.00010454924778613596
926,-9.5731948899757e-05
927,-9.332109657613085e-05
928,-0.00010504295932639377
929,-0.00010867257999531723
930,-0.00012003915764998711
931,-0.00012180904320660106
932,-0.00015132840377875628
933,-0.00014337503150303984
934,-0.00012337203567334713
935,-0.00012437791421240408
936,-0.00013850787295661786
937,-0.00011808130231806153
