steps,test_losses,train_losses
0,0.03499704971909523,2.3094894886016846
100,0.11565768718719482,0.5145511031150818
200,0.08111604303121567,0.3324471712112427
300,0.03332384675741196,0.17241226136684418
400,0.009282085113227367,0.33559057116508484
