quants,means
0,-0.006815359462052584
1,-0.004150537890382111
2,0.0029690134494254985
3,2.2362626623362303e-05
4,0.0029269037302583458
5,0.0020274685230106115
6,-0.0005446301906236581
7,-0.0032289802911691368
8,-0.001254875057687362
9,-0.00018897163681685925
10,-0.001135280059481209
11,0.0006297796887035171
12,-4.491879819677426e-05
13,0.00011234376246907882
14,-0.0012253133735309044
15,-0.0002982465230161324
16,-0.0008368530612000648
17,-0.0004000708641898301
18,-0.0009722572285681963
19,-0.0018356811138801276
20,-0.0015440601966388169
21,-0.003130777072246102
22,-0.002960033899517325
23,-0.001721355542637563
24,-0.002231419293675572
25,-0.0017107127507467968
26,-0.002137229279873686
27,-0.002046475165116135
28,-0.0011602634802894217
29,-0.0012574448356948173
30,-0.0007106584089342505
31,-0.0006344408093355014
32,-0.00023393768192776903
33,-0.000577026025412659
34,-0.0006103741063270718
35,-0.00039549079358241416
36,0.0006821152472528755
37,-0.00018287744713138397
38,0.0010218361388139713
39,0.0013238131716207136
40,0.0013918191394711866
41,0.0007541817675311384
42,-0.0001381169293931317
43,0.0006499698826122436
44,0.00029400026800835297
45,-0.0005354116532860486
46,-0.0004100610664302602
47,-0.0005913271979807178
48,-0.0009525494254431782
49,-0.0010421858116751537
50,-0.0008849761780926629
51,-0.0007092020101621388
52,-0.0007109015785763919
53,-0.0005116536895339205
54,-0.00019539811659011652
55,-0.0004561118408413937
56,-0.0007609709992130663
57,-0.0005130462598352661
58,-0.0006413971240655914
59,4.871946827430899e-05
60,-5.461186500739489e-05
61,-0.0005114442286750061
62,-0.00040064073797862327
63,-0.0007437970657520054
64,-0.0005239678999015058
65,-0.0002768582714700394
66,0.00014662800778968455
67,0.00022233460185816512
68,0.0002952144878572258
69,0.00036437769345606545
70,0.0002790894797957227
71,0.00037486098194171465
72,0.0005476962984699041
73,0.0003244894083960586
74,0.0005833766465851416
75,0.0007396631879505309
76,0.0007370122411294368
77,0.0008345385397730682
78,0.0007360507185199545
79,0.0011793502471846296
80,0.0013047362441329262
81,0.0014847712800696083
82,0.001577306548287778
83,0.0015639683752808544
84,0.0018488680998630385
85,0.0017140348777608123
86,0.001333472634740602
87,0.0012337463929063895
88,0.0009595203747072916
89,0.0008146953044666184
90,0.0008688850256686027
91,0.0007802540962786778
92,0.0008059548794902781
93,0.0008108879754101818
94,0.0010286092304771669
95,0.0007477187064068858
96,0.0009976627302749716
97,0.001134568515319225
98,0.0012501059323455199
99,0.0011283792776521295
100,0.0010803674525203238
101,0.000921621769164488
102,0.0008267092222384024
103,0.000944571933359839
104,0.0006619563825162394
105,0.000485239678967463
106,0.0007004417603069516
107,0.0007135363142609734
108,0.0007962154517155312
109,0.0009756268732334403
110,0.0012835024547687656
111,0.0011504390495247208
112,0.0010736213999066864
113,0.0009699159908402515
114,0.0010037175349324294
115,0.0010504836491549965
116,0.001069103675082517
117,0.0012936002497908549
118,0.001446891823556556
119,0.0013652483437908813
120,0.0015149968839827772
121,0.0014256251733521092
122,0.0016412012311213507
123,0.0015589796173791852
124,0.0013643880235031248
125,0.0011098457339574538
126,0.00119865687626348
127,0.0011690108285620227
128,0.0011603639484168836
129,0.001213550875819727
130,0.0013412256150665063
131,0.001241474814681472
132,0.0013894915960248142
133,0.0011615308572908729
134,0.000919004302192695
135,0.0011952814633706807
